date,open_JP,high_JP,low_JP,close_JP,close_GS,close_MS,close_VX,close_DJ,close_FS,close_HS,close_NK,pct_change,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum
2017-01-25,85.84,86.17,85.17,86.03,237.25,43.86,10.81,20068.51,7164.4,23049.12,19057.5,1.5,84.13,85.75,84.74,85.0,0.26,1.33,88.41,83.09,85.48,85.03
2017-01-26,85.95,86.95,85.95,86.75,239.58,44.02,10.63,20100.91,7161.5,23374.17,19402.39,0.8,84.59,85.74,84.89,85.27,0.38,1.31,88.36,83.12,86.33,85.75
2017-01-27,86.66,86.98,86.27,86.93,236.95,43.65,10.58,20093.78,7184.5,23360.78,19467.4,0.2,85.02,85.73,85.04,85.53,0.49,1.33,88.39,83.07,86.73,85.93
2017-01-30,86.19,86.5,85.32,86.03,233.9,43.12,11.88,19971.13,7118.5,23335.35,19368.85,-1.0,85.41,85.71,85.11,85.6,0.49,1.33,88.37,83.05,86.26,85.03
2017-01-31,85.6,86.15,84.09,84.63,229.32,42.49,11.99,19864.09,7099.2,23326.87,19041.34,-1.6,85.54,85.65,85.07,85.45,0.38,1.35,88.35,82.95,85.17,83.63
2017-02-01,85.54,86.1,84.68,84.95,230.67,42.7,11.81,19890.94,7107.7,23318.39,19148.08,0.4,85.72,85.58,85.07,85.38,0.31,1.3,88.18,82.98,85.02,83.95
2017-02-02,84.34,84.91,84.16,84.59,230.41,42.13,11.93,19884.91,7140.8,23184.52,18914.58,-0.4,85.7,85.46,85.03,85.26,0.23,1.27,88.0,82.92,84.73,83.59
2017-02-03,86.19,87.31,85.865,87.18,240.95,44.43,10.97,20071.46,7188.3,23129.21,18918.2,3.1,85.87,85.47,85.19,85.55,0.36,1.32,88.11,82.83,86.36,86.18
2017-02-06,86.79,87.45,86.61,86.77,239.98,44.63,11.37,20052.42,7172.2,23348.24,18976.71,-0.5,85.87,85.5,85.31,85.74,0.43,1.35,88.2,82.8,86.63,85.77
2017-02-07,87.14,87.4,86.48,86.72,239.62,44.87,11.29,20090.29,7186.2,23331.57,18910.78,-0.1,85.84,85.53,85.41,85.89,0.48,1.37,88.27,82.79,86.69,85.72
2017-02-08,86.18,86.31,85.37,85.96,237.73,43.91,11.45,20054.34,7188.8,23485.13,19007.6,-0.9,85.83,85.52,85.45,85.9,0.45,1.36,88.24,82.8,86.2,84.96
2017-02-09,86.42,87.33,86.13,87.2,241.55,44.85,10.88,20172.4,7229.5,23525.14,18907.67,1.4,86.2,85.55,85.58,86.1,0.52,1.36,88.27,82.83,86.87,86.2
2017-02-10,87.48,87.48,86.89,87.0,242.72,44.7,10.85,20269.37,7258.8,23574.98,19378.93,-0.2,86.49,85.55,85.69,86.24,0.55,1.4,88.35,82.75,86.96,86.0
2017-02-13,87.44,88.74,87.43,88.15,246.27,45.26,11.07,20412.16,7278.9,23710.98,19459.15,1.3,87.0,85.64,85.87,86.53,0.66,1.49,88.62,82.66,87.75,87.15
2017-02-14,88.3,89.7,88.1063,89.56,249.46,46.04,10.74,20504.41,7268.6,23703.01,19238.98,1.6,87.34,85.78,86.14,87.0,0.86,1.66,89.1,82.46,88.96,88.56
2017-02-15,90.08,90.87,89.35,90.59,250.54,46.49,11.97,20611.86,7302.4,23994.87,19437.98,1.2,87.88,86.11,86.47,87.55,1.08,1.9,89.91,82.31,90.05,89.59
2017-02-16,90.4,91.04,89.77,90.53,249.44,46.11,11.76,20619.77,7277.9,24107.7,19347.53,-0.1,88.43,86.43,86.77,88.01,1.24,2.0,90.43,82.43,90.37,89.53
2017-02-17,89.82,90.465,89.69,90.23,250.38,46.15,11.49,20624.05,7300.0,24033.74,19234.62,-0.3,89.04,86.76,87.03,88.35,1.32,2.03,90.82,82.7,90.28,89.23
2017-02-21,90.51,91.15,90.46,91.01,251.76,46.56,11.57,20743.0,7274.8,23963.63,19381.44,0.9,89.58,87.11,87.32,88.76,1.44,2.08,91.27,82.95,90.77,90.01
2017-02-22,90.52,91.3,90.42,91.06,251.73,46.52,11.74,20775.6,7302.3,24201.96,19379.87,0.1,90.16,87.46,87.6,89.11,1.51,2.15,91.76,83.16,90.96,90.06
2017-02-23,91.18,91.34,90.52,91.13,251.19,46.58,11.71,20810.32,7271.4,24114.86,19371.46,0.1,90.59,87.76,87.86,89.42,1.56,2.26,92.28,83.24,91.07,90.13
2017-02-24,90.18,90.54,89.73,90.33,247.35,45.53,11.47,20821.76,7243.7,23965.7,19283.54,-0.9,90.7,87.97,88.04,89.56,1.52,2.31,92.59,83.35,90.58,89.33
2017-02-27,90.32,90.725,90.02,90.43,249.33,45.84,12.09,20837.44,7253.0,23925.05,19107.47,0.1,90.67,88.14,88.22,89.7,1.48,2.35,92.84,83.44,90.48,89.43
2017-02-28,89.845,90.82,89.585,90.62,248.06,45.67,12.92,20812.24,7263.4,23740.73,19118.99,0.2,90.69,88.32,88.4,89.84,1.44,2.35,93.02,83.62,90.57,89.62
2017-03-01,92.79,93.98,92.61,93.6,252.71,46.81,12.54,21115.55,7382.9,23776.49,19393.54,3.3,91.17,88.68,88.78,90.42,1.64,2.44,93.56,83.8,92.59,92.6
2017-03-02,93.87,93.92,92.03,92.14,251.06,46.28,11.81,21002.97,7382.4,23728.07,19564.8,-1.6,91.33,89.04,89.03,90.68,1.65,2.36,93.76,84.32,92.29,91.14
2017-03-03,92.23,93.11,92.19,92.8,252.89,46.83,10.96,21005.71,7374.3,23552.72,19469.17,0.7,91.58,89.41,89.31,91.01,1.7,2.22,93.85,84.97,92.63,91.8
2017-03-06,92.25,92.32,91.1,91.92,252.01,46.57,11.24,20954.34,7350.1,23596.28,19379.14,-0.9,91.69,89.76,89.51,91.15,1.64,2.2,94.16,85.36,92.16,90.92
2017-03-07,91.64,92.09,91.21,91.41,250.9,46.33,11.45,20924.76,7339.0,23681.07,19344.15,-0.6,91.85,89.96,89.65,91.19,1.54,2.09,94.14,85.78,91.66,90.41
2017-03-08,92.68,92.851,91.1,91.21,250.24,46.39,11.86,20855.73,7334.6,23782.27,19254.03,-0.2,91.96,90.17,89.76,91.19,1.43,1.94,94.05,86.29,91.36,90.21
2017-03-09,91.6,92.14,91.15,91.57,250.18,46.68,12.3,20858.19,7315.0,23501.56,19318.58,0.4,92.09,90.4,89.9,91.25,1.35,1.66,93.72,87.08,91.5,90.57
2017-03-10,91.95,92.0,90.53,91.28,248.38,46.49,11.66,20902.98,7343.1,23568.67,19604.61,-0.3,91.76,90.66,90.0,91.25,1.25,1.46,93.58,87.74,91.35,90.28
2017-03-13,91.31,91.78,90.931,91.36,248.16,46.26,11.35,20881.48,7367.1,23829.67,19633.75,0.1,91.65,90.85,90.1,91.27,1.17,1.15,93.15,88.55,91.36,90.36
2017-03-14,91.02,91.65,90.765,91.51,247.72,46.19,12.3,20837.37,7357.9,23827.95,19609.5,0.2,91.47,91.07,90.2,91.31,1.11,0.92,92.91,89.23,91.46,90.51
2017-03-15,91.8,92.55,91.13,91.73,246.78,45.85,11.63,20950.1,7368.6,23792.85,19577.38,0.2,91.44,91.24,90.32,91.37,1.05,0.84,92.92,89.56,91.64,90.73
2017-03-16,92.03,92.8057,91.57,91.64,248.22,46.33,11.21,20934.55,7416.0,24288.28,19590.14,-0.1,91.47,91.34,90.41,91.41,1.0,0.83,93.0,89.68,91.64,90.64
2017-03-17,91.83,92.04,90.65,90.68,243.94,45.02,11.28,20914.62,7425.0,24309.93,19521.59,-1.0,91.4,91.34,90.43,91.3,0.87,0.82,92.98,89.7,91.0,89.68
2017-03-20,90.27,91.17,89.79,90.03,242.14,44.59,11.34,20905.86,7429.8,24501.99,19472.31,-0.7,91.18,91.32,90.4,91.11,0.71,0.84,93.0,89.64,90.35,89.03
2017-03-21,90.36,90.64,87.06,87.39,233.0,42.66,12.47,20668.01,7378.3,24593.12,19455.88,-2.9,90.62,91.18,90.18,90.53,0.35,1.22,93.62,88.74,88.38,86.39
2017-03-22,86.89,88.07,86.01,87.53,231.07,42.21,12.81,20661.3,7324.7,24320.41,19041.38,0.2,90.07,91.02,89.98,90.07,0.09,1.47,93.96,88.08,87.81,86.53
2017-03-23,87.21,88.5,87.09,87.39,231.9,42.59,13.12,20656.58,7340.7,24327.7,19085.31,-0.2,89.48,90.84,89.79,89.66,-0.13,1.68,94.2,87.48,87.53,86.39
2017-03-24,87.79,88.09,86.77,87.29,228.41,42.46,12.96,20596.72,7336.8,24358.27,19262.53,-0.1,88.85,90.66,89.61,89.29,-0.32,1.86,94.38,86.94,87.37,86.29
2017-03-27,85.53,87.40100000000002,85.23,87.24,225.48,41.58,12.5,20550.98,7293.5,24193.7,18985.59,-0.1,88.22,90.51,89.43,88.98,-0.45,2.01,94.53,86.49,87.28,86.24
2017-03-28,87.02,89.02,86.98,88.6,229.33,42.49,11.53,20701.5,7343.4,24345.87,19202.87,1.6,87.92,90.43,89.37,88.92,-0.45,2.05,94.53,86.33,88.16,87.6
2017-03-29,88.6,88.82,88.08,88.27,228.45,42.8,11.42,20659.32,7373.7,24392.05,19217.48,-0.4,87.67,90.31,89.29,88.82,-0.47,1.96,94.23,86.39,88.23,87.27
2017-03-30,88.2,89.46,88.12,89.03,231.22,43.43,11.54,20728.49,7369.5,24301.09,19063.22,0.9,87.91,90.1,89.27,88.85,-0.42,1.92,93.94,86.26,88.76,88.03
2017-03-31,88.71,88.7397,87.75,87.84,229.72,42.84,12.37,20663.22,7322.9,24111.59,18909.26,-1.3,87.95,89.89,89.16,88.7,-0.46,1.86,93.61,86.17,88.15,86.84
2017-04-03,87.99,88.17,86.6,87.52,228.96,42.71,12.38,20650.21,7282.7,24261.48,18983.23,-0.4,87.97,89.64,89.04,88.52,-0.52,1.85,93.34,85.94,87.73,86.52
2017-04-04,86.89,87.67,86.715,87.31,229.26,42.51,11.79,20689.24,7321.8,24331.14,18810.25,-0.2,87.97,89.42,88.91,88.33,-0.58,1.85,93.12,85.72,87.45,86.31
2017-04-05,88.42,88.54,86.13,86.19,227.66,41.74,12.89,20648.15,7331.7,24400.8,18861.27,-1.3,87.82,89.17,88.71,88.0,-0.71,1.92,93.01,85.33,86.61,85.19
2017-04-06,85.98,86.91,85.25,86.48,228.64,42.09,12.39,20662.95,7303.2,24273.72,18597.06,0.3,87.52,88.95,88.55,87.77,-0.78,1.91,92.77,85.13,86.52,85.48
2017-04-07,85.93,86.81,85.71,86.18,227.88,41.95,12.87,20656.1,7349.4,24267.3,18664.63,-0.3,87.22,88.69,88.37,87.52,-0.85,1.91,92.51,84.87,86.29,85.18
2017-04-10,86.08,86.69,85.4,85.88,228.89,41.91,14.05,20658.02,7348.9,24262.18,18797.88,-0.3,86.77,88.43,88.19,87.27,-0.92,1.88,92.19,84.67,86.02,84.88
2017-04-11,85.54,85.79,84.8,85.73,227.74,41.58,15.07,20651.3,7365.5,24088.46,18747.87,-0.2,86.47,88.16,88.0,87.03,-0.97,1.8,91.76,84.56,85.83,84.73
2017-04-12,85.93,85.95,85.03,85.4,225.75,41.07,15.77,20591.86,7349.0,24313.5,18552.61,-0.4,86.17,87.87,87.81,86.78,-1.03,1.66,91.19,84.55,85.54,84.4
2017-04-13,85.5,86.99,84.4,84.4,223.32,40.69,15.96,20453.25,7327.6,24261.66,18426.84,-1.2,85.75,87.52,87.56,86.42,-1.14,1.53,90.58,84.46,84.78,83.4
2017-04-17,84.44,86.08,84.37,85.86,226.26,41.49,14.66,20636.92,7183.52,23991.96,18355.26,1.7,85.7,87.25,87.43,86.33,-1.1,1.34,89.93,84.57,85.5,84.86
2017-04-18,85.36,85.63,84.74,85.16,215.59,41.21,14.42,20523.28,7147.5,23924.54,18418.59,-0.8,85.52,86.99,87.26,86.15,-1.11,1.21,89.41,84.57,85.27,84.16
2017-04-19,85.5,85.92,84.36,84.46,214.09,42.04,14.93,20404.49,7114.4,23825.88,18432.2,-0.8,85.27,86.72,87.06,85.89,-1.17,1.32,89.36,84.08,84.73,83.46
2017-04-20,84.98,85.78,84.55,85.55,218.06,42.5,14.15,20578.71,7118.5,24056.98,18430.49,1.3,85.22,86.63,86.95,85.84,-1.11,1.32,89.27,83.99,85.28,84.55
2017-04-21,85.5,85.68,84.51,84.52,216.86,41.8,14.63,20547.76,7114.6,24042.02,18620.75,-1.2,85.05,86.49,86.77,85.63,-1.14,1.39,89.27,83.71,84.77,83.52
2017-04-24,86.55,88.05,86.42,87.5,223.22,43.56,10.84,20763.89,7264.7,24139.48,18875.88,3.5,85.35,86.5,86.82,85.92,-0.9,1.39,89.28,83.72,86.59,86.5
2017-04-25,88.55,89.13,88.26,88.26,226.63,44.27,10.76,20996.12,7275.6,24455.94,19079.33,0.9,85.9,86.54,86.93,86.28,-0.65,1.44,89.42,83.66,87.7,87.26
2017-04-26,88.35,89.05,88.14,88.43,226.2,44.37,10.85,20975.09,7288.7,24578.43,19289.43,0.2,86.27,86.6,87.04,86.61,-0.43,1.43,89.46,83.74,88.19,87.43
2017-04-27,88.37,88.37,87.01,87.61,225.81,43.54,10.36,20981.33,7237.2,24698.48,19251.87,-0.9,86.62,86.55,87.08,86.77,-0.31,1.39,89.33,83.77,87.8,86.61
2017-04-28,87.6,87.85,86.95,87.0,223.8,43.37,10.82,20940.51,7203.9,24615.13,19196.74,-0.7,86.98,86.49,87.07,86.8,-0.27,1.27,89.03,83.95,87.27,86.0
2017-05-01,87.36,87.74,86.56,87.06,224.85,43.74,10.11,20913.46,7238.55,24675.88,19310.52,0.1,87.2,86.4,87.07,86.84,-0.23,1.23,88.86,83.94,87.13,86.06
2017-05-02,86.71,86.88,86.02,86.5,225.12,43.35,10.59,20949.89,7250.1,24696.13,19445.7,-0.6,87.48,86.33,87.03,86.79,-0.24,1.2,88.73,83.93,86.71,85.5
2017-05-03,86.06,87.1,86.02,87.0,226.31,43.48,10.68,20957.9,7234.5,24690.01,19520.7,0.6,87.41,86.31,87.03,86.82,-0.21,1.19,88.69,83.93,86.9,86.0
2017-05-04,87.69,87.73,86.57,87.1,226.59,43.28,10.46,20951.47,7248.1,24683.88,19595.7,0.1,87.24,86.3,87.03,86.86,-0.17,1.2,88.7,83.9,87.03,86.1
2017-05-05,87.25,87.34,86.42,87.0,226.87,43.08,10.57,21006.94,7297.4,24476.35,19670.7,-0.1,87.04,86.34,87.03,86.89,-0.14,1.21,88.76,83.92,87.01,86.0
2017-05-08,87.04,87.3198,86.6481,87.1,225.03,43.02,9.77,21012.28,7300.9,24577.91,19895.7,0.1,86.97,86.37,87.04,86.92,-0.12,1.22,88.81,83.93,87.07,86.1
2017-05-09,87.26,87.84,86.5,86.75,223.76,42.83,9.96,20975.78,7342.2,24889.03,19843.0,-0.4,86.93,86.39,87.02,86.89,-0.13,1.22,88.83,83.95,86.86,85.75
2017-05-10,86.5288,87.48,86.47,87.43,224.88,43.1,10.21,20943.11,7385.2,25015.42,19900.09,0.8,86.98,86.47,87.05,86.98,-0.07,1.23,88.93,84.01,87.24,86.43
2017-05-11,87.09,87.48,86.35,87.16,224.76,42.87,10.6,20919.42,7386.6,25125.55,19961.55,-0.3,87.08,86.54,87.05,87.0,-0.05,1.21,88.96,84.12,87.19,86.16
2017-05-12,86.68,87.0484,86.3399,86.92,222.82,42.73,10.4,20896.61,7435.4,25156.34,19883.9,-0.3,87.07,86.61,87.04,86.99,-0.05,1.09,88.79,84.43,87.01,85.92
2017-05-15,87.1,87.49,86.86,87.34,225.12,43.43,10.42,20981.94,7454.4,25371.59,19869.85,0.5,87.1,86.75,87.07,87.04,-0.03,1.08,88.91,84.59,87.23,86.34
2017-05-16,87.36,88.09,87.34,87.61,225.6,43.38,10.65,20979.75,7522.0,25335.94,19919.82,0.3,87.19,86.83,87.11,87.13,0.02,1.02,88.87,84.79,87.48,86.61
2017-05-17,86.11,86.39,83.97,84.27,213.72,40.97,15.59,20606.93,7503.5,25293.63,19814.88,-3.8,86.78,86.79,86.9,86.69,-0.21,1.05,88.89,84.69,85.34,83.27
2017-05-18,84.07,84.8,83.36,83.96,215.16,41.31,14.66,20663.02,7436.4,25136.52,19553.86,-0.4,86.38,86.77,86.68,86.27,-0.41,1.2,89.17,84.37,84.42,82.96
2017-05-19,84.21,85.34,84.15,84.78,215.39,41.8,12.04,20804.84,7470.7,25174.87,19590.76,1.0,86.01,86.73,86.54,86.04,-0.5,1.18,89.09,84.37,84.66,83.78
2017-05-22,85.18,85.29,84.21,84.7,216.02,41.66,10.93,20894.83,7496.3,25391.34,19678.28,-0.1,85.65,86.74,86.4,85.84,-0.56,1.26,89.26,84.22,84.69,83.7
2017-05-23,84.75,86.07,84.51,85.76,219.64,42.42,10.72,20937.91,7485.3,25403.15,19613.28,1.3,85.49,86.65,86.35,85.82,-0.53,1.22,89.09,84.21,85.4,84.76
2017-05-24,85.88,85.97,85.24,85.71,223.83,42.63,10.02,21012.42,7514.9,25428.5,19742.98,-0.1,85.26,86.53,86.31,85.81,-0.5,1.15,88.83,84.23,85.61,84.71
2017-05-25,85.99,86.08,85.08,85.35,222.47,42.63,9.99,21082.95,7517.7,25630.78,19813.13,-0.4,84.93,86.39,86.24,85.74,-0.5,1.14,88.67,84.11,85.44,84.35
2017-05-26,85.11,85.56,85.02,85.36,223.53,42.84,9.81,21080.28,7547.6,25639.27,19686.84,0.0,85.09,86.28,86.17,85.68,-0.49,1.15,88.58,83.98,85.39,84.36
2017-05-30,85.13,85.15,83.78,83.9,218.42,42.28,10.38,21029.47,7526.5,25656.37,19677.85,-1.7,85.08,86.13,86.0,85.4,-0.6,1.24,88.61,83.65,84.4,82.9
2017-05-31,83.73,83.82,81.635,82.15,211.26,41.74,10.41,21008.65,7520.0,25660.65,19650.57,-2.1,84.7,85.9,85.72,84.9,-0.82,1.52,88.94,82.86,82.9,81.15
2017-06-01,82.46,83.08,81.65,83.06,215.01,42.61,9.89,21144.18,7543.8,25809.22,19860.03,1.1,84.47,85.73,85.52,84.62,-0.9,1.62,88.97,82.49,83.01,82.06
2017-06-02,82.29,82.99,81.98,82.64,213.31,42.52,9.75,21206.29,7547.6,25924.05,20177.28,-0.5,84.02,85.53,85.31,84.32,-0.99,1.71,88.95,82.11,82.76,81.64
2017-06-05,82.64,83.51,82.58,82.79,213.99,42.89,10.07,21184.04,7525.8,25862.99,20170.82,0.2,83.61,85.32,85.12,84.08,-1.04,1.77,88.86,81.78,82.78,81.79
2017-06-06,82.29,83.215,82.13,82.96,214.53,42.94,10.45,21136.23,7525.0,25997.14,19979.9,0.2,83.27,85.13,84.96,83.91,-1.05,1.78,88.69,81.57,82.9,81.96
2017-06-07,83.31,84.1052,83.1,83.91,215.78,43.28,10.39,21173.69,7478.6,25974.16,19984.62,1.1,83.06,84.98,84.88,83.91,-0.97,1.75,88.48,81.48,83.57,82.91
2017-06-08,83.91,85.7302,83.89,84.95,218.76,44.1,10.16,21182.53,7450.0,26063.06,19909.26,1.2,83.21,84.89,84.89,84.07,-0.82,1.65,88.19,81.59,84.49,83.95
2017-06-09,85.51,87.05,85.39,86.96,222.44,44.91,10.7,21271.97,7527.3,26030.29,20013.26,2.4,83.9,84.87,85.04,84.51,-0.53,1.63,88.13,81.61,86.14,85.96
2017-06-12,87.32,87.74,86.29,86.98,221.91,44.85,11.46,21235.67,7511.9,25708.04,19908.58,0.0,84.46,84.86,85.18,84.89,-0.29,1.64,88.14,81.58,86.7,85.98
2017-06-13,87.55,87.85,86.98,87.27,224.2,45.15,10.42,21328.47,7500.4,25852.1,19898.75,0.3,85.12,84.88,85.34,85.26,-0.08,1.63,88.14,81.62,87.08,86.27
2017-06-14,86.77,87.31,85.82,87.09,226.51,44.91,10.64,21374.56,7474.4,25875.9,19883.52,-0.2,85.73,84.86,85.47,85.54,0.07,1.59,88.04,81.68,87.09,86.09
2017-06-15,86.25,87.08,86.24,86.57,223.23,44.69,10.9,21359.9,7419.4,25565.34,19831.82,-0.6,86.25,84.82,85.55,85.7,0.15,1.63,88.08,81.56,86.74,85.57
2017-06-16,86.85,86.96,86.015,86.18,221.81,44.48,10.38,21384.28,7463.5,25626.49,19943.26,-0.5,86.57,84.91,85.6,85.77,0.17,1.65,88.21,81.61,86.37,85.18
2017-06-19,86.97,88.23,86.85,88.07,226.13,45.72,10.37,21528.99,7523.8,25924.55,20067.75,2.2,87.02,85.1,85.78,86.13,0.35,1.79,88.68,81.52,87.5,87.07
2017-06-20,87.75,87.92,87.37,87.52,225.1,45.5,10.86,21467.14,7472.7,25843.04,20230.41,-0.6,87.1,85.23,85.91,86.34,0.43,1.86,88.95,81.51,87.51,86.52
2017-06-21,87.48,87.545,86.76,87.12,222.49,44.91,10.75,21410.03,7447.8,25694.58,20138.79,-0.5,87.12,85.35,86.0,86.46,0.46,1.9,89.15,81.55,87.25,86.12
2017-06-22,86.93,87.36,86.65,87.02,219.77,44.61,10.48,21397.29,7439.3,25674.53,20110.51,-0.1,87.08,85.41,86.07,86.55,0.48,1.94,89.29,81.53,87.1,86.02
2017-06-23,87.66,88.0,86.61,86.86,217.19,43.69,10.02,21394.76,7424.1,25670.05,20132.67,-0.2,87.05,85.46,86.13,86.59,0.46,1.97,89.4,81.52,86.94,85.86
2017-06-26,87.01,87.67,86.615,87.24,220.44,44.0,9.9,21409.55,7446.8,25871.89,20153.35,0.4,87.14,85.55,86.21,86.69,0.48,2.01,89.57,81.53,87.14,86.24
2017-06-27,87.71,88.94,87.5,88.05,220.28,44.22,11.06,21310.66,7434.4,25839.99,20225.09,0.9,87.41,85.68,86.35,86.9,0.55,2.04,89.76,81.6,87.75,87.05
2017-06-28,88.6,90.07,88.6,89.82,223.22,44.32,10.03,21454.61,7387.8,25683.5,20130.41,2.0,87.66,85.96,86.61,87.35,0.74,2.05,90.06,81.86,89.13,88.82
2017-06-29,92.34,92.65,90.31,91.15,224.41,44.75,11.44,21287.03,7350.3,25965.42,20220.3,1.5,88.18,86.39,86.94,87.94,1.0,2.2,90.79,81.99,90.48,90.15
2017-06-30,91.96,92.0,91.16,91.4,221.9,44.56,11.18,21349.63,7312.7,25764.58,20033.43,0.3,88.79,86.79,87.27,88.47,1.2,2.25,91.29,82.29,91.09,90.4
2017-07-03,91.56,93.48,91.41,92.75,227.28,45.61,11.22,21479.27,7377.1,25784.17,20055.8,1.5,89.61,87.27,87.68,89.13,1.45,2.37,92.01,82.53,92.2,91.75
2017-07-05,93.12,93.79,92.61,93.68,228.04,46.16,11.07,21478.17,7367.6,25521.97,20081.63,1.0,90.58,87.79,88.12,89.83,1.71,2.5,92.79,82.79,93.19,92.68
2017-07-06,93.54,94.51,92.88,93.38,226.69,46.13,12.54,21320.04,7337.3,25465.22,19994.06,-0.3,91.46,88.28,88.51,90.37,1.86,2.57,93.42,83.14,93.32,92.38
2017-07-07,93.96,94.17,93.23,93.85,225.28,46.05,11.19,21414.34,7350.9,25340.85,19929.09,0.5,92.29,88.76,88.91,90.91,2.0,2.69,94.14,83.38,93.67,92.85
2017-07-10,93.5,93.68,93.09,93.19,225.84,45.99,11.11,21408.52,7370.0,25500.06,20080.98,-0.7,92.77,89.15,89.23,91.26,2.03,2.81,94.77,83.53,93.35,92.19
2017-07-11,93.33,93.33,92.28,92.83,226.95,45.48,10.89,21409.07,7329.8,25877.64,20195.48,-0.4,93.01,89.43,89.49,91.5,2.01,2.86,95.15,83.71,93.0,91.83
2017-07-12,92.61,92.83,92.07,92.51,227.39,44.96,10.3,21532.14,7416.9,26043.64,20098.38,-0.3,93.17,89.69,89.72,91.66,1.94,2.88,95.45,83.93,92.67,91.51
2017-07-13,92.69,93.38,92.34,93.1,230.4,45.52,9.9,21553.09,7413.4,26346.17,20099.81,0.6,93.22,89.97,89.97,91.88,1.91,2.89,95.75,84.19,92.96,92.1
2017-07-14,90.81,92.605,90.58,92.25,228.6,45.2,9.51,21637.74,7378.4,26389.23,20118.86,-0.9,93.02,90.22,90.14,91.94,1.8,2.81,95.84,84.6,92.49,91.25
2017-07-17,91.82,91.99,91.25,91.39,229.26,45.33,9.82,21629.72,7404.1,26470.58,20029.65,-0.9,92.73,90.45,90.23,91.85,1.62,2.63,95.71,85.19,91.76,90.39
2017-07-18,90.45,91.58,90.32,91.07,223.31,45.14,9.89,21574.73,7390.2,26524.94,19999.91,-0.4,92.33,90.68,90.29,91.73,1.44,2.56,95.8,85.56,91.3,90.07
2017-07-19,91.34,91.6199,91.001,91.2,222.87,46.62,9.79,21640.75,7430.9,26672.16,20020.86,0.1,92.05,90.83,90.36,91.65,1.29,2.44,95.71,85.95,91.23,90.2
