time,Real Lower Band,Real Middle Band,Real Upper Band
2014-08-15,2947.3813,3196.8120,3446.2428
2014-08-14,2957.4576,3198.9855,3440.5134
2014-08-13,2965.3555,3200.8478,3436.3402
2014-08-12,2973.8764,3202.7903,3431.7043
2014-08-11,2986.5268,3205.1145,3423.7023
2014-08-08,2998.0790,3207.8288,3417.5787
2014-08-07,3016.7395,3211.2447,3405.7499
2014-08-06,3036.0459,3214.4795,3392.9131
2014-08-05,3049.6975,3216.7082,3383.7189
2014-08-04,3061.6214,3218.9098,3376.1983
2014-07-31,3072.2732,3220.3967,3368.5201
2014-07-30,3075.9327,3220.9680,3366.0033
2014-07-29,3076.0752,3221.0023,3365.9295
2014-07-28,3075.3849,3220.7915,3366.1982
2014-07-25,3076.8336,3221.2388,3365.6440
2014-07-24,3078.4377,3221.8003,3365.1629
2014-07-23,3075.9318,3220.8965,3365.8612
2014-07-22,3072.8110,3220.1343,3367.4576
2014-07-21,3072.8393,3220.1442,3367.4491
2014-07-18,3076.0439,3220.7927,3365.5414
2014-07-17,3078.0815,3221.3840,3364.6865
2014-07-16,3077.9122,3221.3505,3364.7888
2014-07-15,3073.5772,3220.2892,3367.0011
2014-07-14,3066.4848,3219.2520,3372.0192
2014-07-11,3062.4100,3218.3472,3374.2844
2014-07-10,3058.6015,3217.6720,3376.7425
2014-07-09,3058.7806,3217.7098,3376.6390
2014-07-08,3057.9714,3217.3713,3376.7713
2014-07-07,3057.6300,3217.2593,3376.8887
2014-07-04,3056.5248,3216.5102,3376.4956
2014-07-03,3057.1490,3215.8412,3374.5333
2014-07-02,3058.3844,3214.4580,3370.5316
2014-07-01,3057.6742,3213.3780,3369.0818
2014-06-30,3057.1493,3212.1718,3367.1943
2014-06-27,3054.9658,3211.0612,3367.1566
2014-06-26,3053.4861,3210.1375,3366.7889
2014-06-25,3049.3875,3208.4802,3367.5729
2014-06-24,3045.4945,3206.4445,3367.3945
2014-06-23,3039.8954,3203.3083,3366.7212
2014-06-20,3029.1213,3199.4805,3369.8397
2014-06-19,3025.9913,3196.0493,3366.1073
2014-06-18,3023.7642,3192.2843,3360.8045
2014-06-17,3018.0856,3188.9037,3359.7217
2014-06-16,3012.4953,3185.5440,3358.5926
2014-06-13,3003.7976,3182.0068,3360.2160
2014-06-12,2990.9331,3177.3702,3363.8072
2014-06-11,2981.6318,3172.9578,3364.2839
2014-06-10,2978.9913,3169.2307,3359.4700
2014-06-06,2981.6531,3165.5432,3349.4332
2014-06-05,2983.2380,3162.1850,3341.1320
2014-06-04,2983.3407,3159.3227,3335.3046
2014-06-03,2984.4057,3157.7660,3331.1263
2014-06-02,2985.5529,3156.0148,3326.4768
2014-05-30,2987.3618,3154.1570,3320.9522
2014-05-28,2983.6247,3150.9802,3318.3356
2014-05-27,2986.1959,3149.3633,3312.5307
2014-05-26,2988.5644,3147.5410,3306.5175
2014-05-23,2991.2167,3146.0043,3300.7920
2014-05-22,2992.0038,3145.2410,3298.4782
2014-05-21,2992.3162,3144.7357,3297.1551
2014-05-20,2992.2184,3143.8122,3295.4059
2014-05-19,2991.4835,3143.1065,3294.7295
2014-05-16,2990.7941,3142.2882,3293.7823
2014-05-15,2990.0509,3141.3668,3292.6828
2014-05-14,2989.3153,3140.6283,3291.9413
2014-05-13,2990.0623,3139.1057,3288.1490
2014-05-12,2990.0917,3137.2085,3284.3253
2014-05-09,2989.9081,3135.3405,3280.7729
2014-05-08,2987.6988,3133.5570,3279.4152
2014-05-07,2982.4338,3130.6942,3278.9545
2014-05-06,2976.7083,3128.6745,3280.6407
2014-05-05,2968.0447,3126.3578,3284.6710
2014-05-02,2953.5319,3122.8782,3292.2244
2014-04-30,2940.4953,3119.2882,3298.0810
2014-04-29,2929.6125,3115.3810,3301.1495
2014-04-28,2925.9841,3112.1357,3298.2872
2014-04-25,2922.0733,3109.8267,3297.5801
2014-04-24,2916.6549,3107.5608,3298.4668
2014-04-23,2915.0762,3105.0407,3295.0052
2014-04-22,2911.3197,3102.3515,3293.3833
2014-04-17,2910.2232,3099.4933,3288.7635
2014-04-16,2910.7253,3098.8478,3286.9704
2014-04-15,2910.4824,3099.0480,3287.6136
2014-04-14,2910.3982,3100.0740,3289.7498
2014-04-11,2910.0401,3100.4340,3290.8279
2014-04-10,2909.6458,3101.0600,3292.4742
2014-04-09,2909.7067,3101.0157,3292.3246
2014-04-08,2910.2984,3100.7818,3291.2653
2014-04-07,2911.5534,3099.8130,3288.0726
2014-04-04,2913.2778,3098.5792,3283.8805
2014-04-03,2918.4377,3096.4762,3274.5147
2014-04-02,2921.7769,3094.5345,3267.2921
2014-04-01,2924.2148,3093.2547,3262.2945
2014-03-31,2926.7484,3091.9983,3257.2483
2014-03-28,2927.2469,3090.4577,3253.6684
2014-03-27,2928.6857,3088.8243,3248.9629
2014-03-26,2929.0262,3088.2773,3247.5284
2014-03-25,2929.2921,3087.9640,3246.6359
2014-03-24,2928.7666,3087.5352,3246.3037
2014-03-21,2928.5850,3087.4758,3246.3666
2014-03-20,2926.0699,3086.3852,3246.7004
2014-03-19,2918.5798,3084.4883,3250.3969
2014-03-18,2907.5277,3082.2450,3256.9623
2014-03-17,2901.5006,3080.6620,3259.8234
2014-03-14,2889.6239,3078.5408,3267.4578
2014-03-13,2881.6901,3077.2655,3272.8409
2014-03-12,2875.3875,3076.0617,3276.7358
2014-03-11,2868.8515,3074.3183,3279.7852
2014-03-10,2864.6444,3072.5870,3280.5296
2014-03-07,2859.9110,3070.7062,3281.5013
2014-03-06,2853.0107,3068.3372,3283.6636
2014-03-05,2850.5796,3065.7910,3281.0024
2014-03-04,2849.4103,3063.7562,3278.1020
2014-03-03,2850.2327,3062.7712,3275.3096
2014-02-28,2850.6094,3063.3153,3276.0213
2014-02-27,2851.9983,3062.3685,3272.7387
2014-02-26,2852.8814,3061.4970,3270.1126
2014-02-25,2854.2189,3060.0708,3265.9227
2014-02-24,2856.2781,3058.6587,3261.0392
2014-02-21,2858.2905,3056.9698,3255.6492
2014-02-20,2858.9403,3055.5143,3252.0883
2014-02-19,2859.3850,3054.2765,3249.1680
2014-02-18,2859.9247,3053.0827,3246.2406
2014-02-17,2860.6343,3052.4803,3244.3263
2014-02-14,2861.3199,3051.4073,3241.4947
2014-02-13,2862.0712,3050.3178,3238.5644
2014-02-12,2861.3971,3049.0382,3236.6792
2014-02-11,2861.1773,3048.0347,3234.8920
2014-02-10,2861.1068,3047.6305,3234.1542
2014-02-07,2861.1731,3047.6702,3234.1672
2014-02-06,2861.2731,3047.7450,3234.2169
2014-02-05,2862.5671,3048.5052,3234.4432
2014-02-04,2866.7698,3049.7287,3232.6875
2014-02-03,2871.5745,3051.3735,3231.1725
2014-01-31,2876.3151,3052.8432,3229.3713
2014-01-30,2877.7818,3053.7430,3229.7041
2014-01-29,2878.2318,3053.9662,3229.7005
2014-01-28,2879.6644,3054.6193,3229.5743
2014-01-27,2879.0457,3054.3433,3229.6410
2014-01-24,2879.8872,3054.6747,3229.4621
2014-01-23,2880.2623,3054.8540,3229.4457
2014-01-22,2879.7251,3053.1886,3226.6522
2014-01-21,2882.2350,3051.4303,3220.6256
2014-01-20,2884.6862,3049.3565,3214.0267
2014-01-17,2887.6641,3047.3588,3207.0536
2014-01-16,2890.2163,3044.9636,3199.7109
2014-01-15,2893.1469,3042.7170,3192.2870
2014-01-14,2898.0678,3039.9803,3181.8928
2014-01-13,2897.1825,3037.6163,3178.0501
2014-01-10,2895.8680,3035.3220,3174.7759
2014-01-09,2893.9969,3033.0763,3172.1557
2014-01-08,2884.2534,3029.9841,3175.7149
2014-01-07,2876.3320,3026.5290,3176.7260
2014-01-06,2871.7129,3023.3970,3175.0811
2014-01-03,2866.1283,3021.0495,3175.9706
2013-12-30,2858.1135,3018.1777,3178.2418
2013-12-27,2853.8702,3015.1340,3176.3978
2013-12-23,2852.3219,3012.1615,3172.0010
2013-12-20,2844.6493,3009.1988,3173.7483
2013-12-19,2839.6891,3007.0320,3174.3749
2013-12-18,2835.0916,3005.2310,3175.3703
2013-12-17,2832.0542,3004.4353,3176.8164
2013-12-16,2830.5657,3004.1215,3177.6772
2013-12-13,2825.5844,3002.9145,3180.2446
2013-12-12,2826.0221,3003.0023,3179.9826
2013-12-11,2826.6430,3003.1370,3179.6310
2013-12-10,2823.5824,3002.4971,3181.4119
2013-12-09,2818.0163,3001.3320,3184.6476
2013-12-06,2811.9725,2999.7648,3187.5571
2013-12-05,2803.4241,2997.8843,3192.3445
2013-12-04,2795.7147,2996.3660,3197.0173
2013-12-03,2787.1839,2994.2273,3201.2708
2013-12-02,2777.5030,2991.5193,3205.5357
2013-11-29,2763.0269,2986.8707,3210.7144
2013-11-28,2750.9350,2982.1503,3213.3657
2013-11-27,2736.2849,2976.8467,3217.4085
2013-11-26,2720.2577,2971.4407,3222.6236
2013-11-25,2704.1007,2966.2862,3228.4716
2013-11-22,2692.3123,2961.3085,3230.3046
2013-11-21,2674.0045,2955.7317,3237.4588
2013-11-20,2661.4231,2950.9645,3240.5059
2013-11-19,2648.0250,2945.8860,3243.7470
2013-11-18,2636.4293,2940.8877,3245.3460
2013-11-15,2633.7227,2936.5568,3239.3910
2013-11-14,2630.5533,2932.7488,3234.9443
2013-11-13,2626.8023,2928.7260,3230.6497
2013-11-12,2619.1850,2924.6162,3230.0473
2013-11-11,2613.7158,2920.5045,3227.2932
2013-11-08,2612.0866,2916.6798,3221.2730
2013-11-07,2611.7041,2913.6692,3215.6343
2013-11-06,2611.0924,2910.2172,3209.3419
2013-11-05,2612.4093,2906.8118,3201.2144
2013-11-04,2612.5135,2903.5733,3194.6331
2013-11-01,2613.7900,2899.6728,3185.5557
2013-10-31,2614.9414,2895.8975,3176.8536
2013-10-30,2617.3501,2891.7130,3166.0759
2013-10-29,2617.0287,2887.6088,3158.1890
2013-10-28,2617.8267,2883.2778,3148.7290
2013-10-25,2618.4079,2879.7285,3141.0491
2013-10-24,2620.5060,2876.0035,3131.5011
2013-10-23,2620.7764,2871.4900,3122.2036
2013-10-22,2619.4026,2867.1908,3114.9791
2013-10-21,2619.7490,2862.1235,3104.4980
2013-10-18,2619.5510,2857.3453,3095.1397
2013-10-17,2620.6379,2852.4617,3084.2854
2013-10-16,2621.5742,2848.1593,3074.7445
2013-10-15,2621.2821,2843.2843,3065.2866
2013-10-14,2621.2076,2838.6317,3056.0557
2013-10-11,2618.7476,2834.2730,3049.7984
2013-10-10,2616.9876,2830.0015,3043.0155
2013-10-09,2611.7988,2825.2093,3038.6199
2013-10-08,2601.5120,2821.2240,3040.9360
2013-10-07,2594.3212,2817.6130,3040.9048
2013-10-04,2587.4362,2813.4768,3039.5174
2013-10-03,2582.2400,2809.3603,3036.4807
2013-10-02,2574.0079,2805.3202,3036.6325
2013-10-01,2567.8060,2801.0840,3034.3621
2013-09-30,2561.8730,2796.3812,3030.8893
2013-09-27,2547.7262,2791.4288,3035.1315
2013-09-26,2542.1381,2786.8822,3031.6263
2013-09-25,2528.3914,2781.0117,3033.6320
2013-09-24,2520.4922,2775.6092,3030.7261
2013-09-23,2515.4285,2770.6040,3025.7795
2013-09-20,2507.9485,2765.5413,3023.1342
2013-09-19,2504.7204,2760.4192,3016.1180
2013-09-18,2501.4948,2754.8627,3008.2305
2013-09-17,2489.9063,2748.7702,3007.6341
2013-09-16,2474.0488,2742.4515,3010.8542
2013-09-13,2464.9385,2736.6989,3008.4592
2013-09-12,2459.0891,2732.0212,3004.9533
2013-09-11,2460.3117,2729.0530,2997.7944
2013-09-10,2462.5917,2726.3445,2990.0973
2013-09-09,2464.5431,2723.8660,2983.1889
2013-09-06,2463.1218,2721.6828,2980.2439
2013-09-05,2461.7536,2719.3210,2976.8884
2013-09-04,2460.0804,2717.5264,2974.9723
2013-09-03,2458.9972,2716.2748,2973.5525
2013-09-02,2458.8351,2715.7090,2972.5829
2013-08-30,2458.9904,2714.8755,2970.7607
2013-08-29,2457.8222,2714.1228,2970.4235
2013-08-28,2457.5828,2713.3065,2969.0302
2013-08-27,2457.5267,2713.5247,2969.5226
2013-08-26,2457.5326,2713.4992,2969.4658
2013-08-23,2459.1856,2712.6357,2966.0858
2013-08-22,2460.3356,2712.1882,2964.0408
2013-08-21,2461.2523,2711.7585,2962.2647
2013-08-20,2458.8853,2712.7800,2966.6747
2013-08-19,2458.6763,2712.8970,2967.1177
2013-08-16,2460.5451,2711.9127,2963.2802
2013-08-15,2464.1218,2710.6212,2957.1206
2013-08-14,2464.1722,2710.6070,2957.0418
2013-08-13,2466.0195,2710.0998,2954.1801
2013-08-12,2467.3725,2709.7062,2952.0398
2013-08-09,2468.3949,2709.3653,2950.3358
2013-08-08,2469.2120,2709.0980,2948.9840
2013-08-07,2470.1547,2708.7438,2947.3330
2013-08-06,2470.7007,2708.4597,2946.2186
2013-08-05,2470.8867,2708.3673,2945.8479
2013-08-02,2471.8532,2707.9597,2944.0661
2013-07-31,2473.3601,2707.2610,2941.1619
2013-07-30,2473.6574,2706.9672,2940.2769
2013-07-29,2473.5755,2707.0417,2940.5078
2013-07-26,2473.5395,2706.6612,2939.7829
2013-07-25,2473.4370,2706.1618,2938.8867
2013-07-24,2473.3930,2705.7800,2938.1670
2013-07-23,2472.8079,2704.6330,2936.4581
2013-07-22,2472.6095,2704.3248,2936.0401
2013-07-19,2472.3654,2703.9357,2935.5059
2013-07-18,2470.9956,2703.0475,2935.0994
2013-07-17,2464.3574,2700.8080,2937.2586
2013-07-16,2457.7934,2699.0293,2940.2653
2013-07-15,2450.0363,2697.1942,2944.3521
2013-07-12,2441.7475,2694.9742,2948.2009
2013-07-11,2438.6297,2693.8813,2949.1330
2013-07-10,2436.3459,2692.9378,2949.5298
2013-07-09,2435.2019,2692.5005,2949.7990
2013-07-08,2435.5105,2692.6703,2949.8301
2013-07-05,2435.9196,2692.8498,2949.7801
2013-07-04,2435.8549,2692.8352,2949.8154
2013-07-03,2432.4220,2691.8803,2951.3387
2013-07-02,2433.6226,2692.1223,2950.6221
2013-07-01,2434.7736,2692.4262,2950.0787
2013-06-28,2435.6367,2692.6993,2949.7620
2013-06-27,2439.2838,2693.9862,2948.6886
2013-06-26,2439.5297,2694.0555,2948.5813
2013-06-25,2440.1830,2694.2163,2948.2497
2013-06-24,2447.8158,2695.8455,2943.8752
2013-06-21,2459.9819,2698.1363,2936.2907
2013-06-20,2469.2557,2700.3395,2931.4232
2013-06-19,2475.0923,2701.9640,2928.8357
2013-06-18,2475.6021,2702.3793,2929.1566
2013-06-17,2474.8187,2701.8965,2928.9742
2013-06-14,2474.8611,2701.9428,2929.0245
2013-06-13,2476.0625,2702.9162,2929.7698
2013-06-12,2477.4678,2704.2993,2931.1308
2013-06-11,2478.5850,2704.9362,2931.2873
2013-06-10,2479.2078,2705.4137,2931.6195
2013-06-07,2479.2026,2705.4022,2931.6017
2013-06-06,2479.2155,2705.4805,2931.7455
2013-06-05,2479.6738,2705.7245,2931.7752
2013-06-04,2478.9709,2705.2338,2931.4967
2013-06-03,2478.4705,2704.0225,2929.5745
2013-05-31,2474.7102,2701.8898,2929.0695
2013-05-30,2471.4141,2699.3417,2927.2692
2013-05-29,2470.6696,2696.5808,2922.4921
2013-05-28,2468.2335,2693.6700,2919.1065
2013-05-27,2465.8927,2689.2475,2912.6022
2013-05-24,2466.9340,2686.8618,2906.7897
2013-05-23,2465.7454,2684.6245,2903.5036
2013-05-22,2461.8263,2681.3408,2900.8553
2013-05-21,2466.4322,2678.0965,2889.7608
2013-05-17,2471.2744,2675.4418,2879.6092
2013-05-16,2474.4667,2672.0862,2869.7056
2013-05-15,2477.2498,2668.8955,2860.5412
2013-05-14,2482.0021,2665.9917,2849.9812
2013-05-13,2486.7731,2663.6788,2840.5845
2013-05-10,2490.2240,2661.5362,2832.8483
2013-05-08,2493.8602,2658.8257,2823.7912
2013-05-07,2498.4484,2656.2537,2814.0589
2013-05-06,2500.3317,2653.4010,2806.4703
2013-05-03,2502.2990,2651.1815,2800.0640
2013-05-02,2507.0537,2649.3070,2791.5603
2013-04-30,2507.8343,2647.7448,2787.6554
2013-04-29,2507.9327,2647.7128,2787.4930
2013-04-26,2508.6632,2647.4728,2786.2825
2013-04-25,2506.3582,2648.2843,2790.2105
2013-04-24,2503.4463,2649.0320,2794.6177
2013-04-23,2500.9572,2649.7395,2798.5218
2013-04-22,2498.0207,2651.0945,2804.1683
2013-04-19,2500.2018,2653.4168,2806.6318
2013-04-18,2504.0987,2655.6355,2807.1723
2013-04-17,2510.1543,2658.3222,2806.4900
2013-04-16,2516.5352,2661.2078,2805.8805
2013-04-15,2518.4771,2662.8793,2807.2816
2013-04-12,2519.2514,2664.4497,2809.6479
2013-04-11,2520.1901,2665.6008,2811.0115
2013-04-10,2520.0234,2666.0552,2812.0869
2013-04-09,2519.7169,2666.9475,2814.1781
2013-04-08,2523.2067,2668.9918,2814.7770
2013-04-05,2527.8130,2670.9755,2814.1380
2013-04-04,2533.1892,2672.9940,2812.7989
2013-04-03,2535.6496,2674.1610,2812.6724
2013-04-02,2537.0428,2675.1035,2813.1642
2013-03-28,2536.9194,2675.5960,2814.2726
2013-03-27,2539.3481,2676.8827,2814.4173
2013-03-26,2540.4909,2677.1225,2813.7541
2013-03-25,2541.3587,2677.4363,2813.5140
2013-03-22,2541.4433,2677.4665,2813.4897
2013-03-21,2540.8662,2677.0770,2813.2879
2013-03-20,2540.1369,2676.5898,2813.0428
2013-03-19,2539.0580,2675.4998,2811.9417
2013-03-18,2537.1158,2674.7673,2812.4189
2013-03-15,2535.3667,2673.5185,2811.6704
2013-03-14,2534.1577,2671.8842,2809.6107
2013-03-13,2534.3336,2669.9782,2805.6228
2013-03-12,2532.5497,2668.6332,2804.7167
2013-03-11,2528.8770,2666.7027,2804.5284
2013-03-08,2526.1973,2664.7470,2803.2968
2013-03-07,2524.4329,2662.6575,2800.8821
2013-03-06,2520.6213,2661.0115,2801.4017
2013-03-05,2516.7864,2659.5272,2802.2680
2013-03-04,2512.3847,2657.8495,2803.3144
2013-03-01,2508.9147,2657.1074,2805.3000
2013-02-28,2506.3003,2656.5230,2806.7457
2013-02-27,2499.2784,2655.0779,2810.8773
2013-02-26,2493.1545,2653.9372,2814.7199
2013-02-25,2490.1689,2653.4705,2816.7722
2013-02-22,2484.4395,2651.8900,2819.3405
2013-02-21,2477.1256,2650.3074,2823.4891
2013-02-20,2470.9920,2649.3060,2827.6200
2013-02-19,2460.9339,2647.1272,2833.3205
2013-02-18,2449.3410,2644.3412,2839.3413
2013-02-15,2429.3245,2641.1857,2853.0468
2013-02-14,2416.0204,2638.6275,2861.2346
2013-02-13,2404.3826,2635.9190,2867.4554
2013-02-12,2395.4211,2633.1903,2870.9596
2013-02-11,2384.8202,2630.2685,2875.7168
2013-02-08,2375.7373,2627.8887,2880.0401
2013-02-07,2366.8316,2625.3692,2883.9068
2013-02-06,2358.9979,2623.3888,2887.7798
2013-02-05,2355.5219,2622.0320,2888.5421
2013-02-04,2350.5684,2619.8063,2889.0443
2013-02-01,2347.8376,2618.5060,2889.1744
2013-01-31,2345.3834,2615.5692,2885.7550
2013-01-30,2340.8907,2612.2468,2883.6030
2013-01-29,2338.9194,2608.6447,2878.3700
2013-01-28,2335.5664,2604.1373,2872.7083
2013-01-25,2333.9680,2599.9973,2866.0267
2013-01-24,2331.9821,2595.6515,2859.3209
2013-01-23,2329.8406,2591.7785,2853.7164
2013-01-22,2326.4292,2587.9392,2849.4491
2013-01-21,2327.3598,2584.8458,2842.3318
2013-01-18,2329.8383,2581.7727,2833.7070
2013-01-17,2332.5684,2579.5160,2826.4636
2013-01-16,2336.1448,2577.0310,2817.9173
2013-01-15,2338.3799,2574.4537,2810.5274
2013-01-14,2337.6374,2570.8458,2804.0543
2013-01-11,2337.2584,2566.7447,2796.2310
2013-01-10,2339.1571,2562.8995,2786.6419
2013-01-09,2338.6377,2558.7040,2778.7704
2013-01-08,2339.9942,2554.8014,2769.6085
2013-01-07,2342.3497,2551.5454,2760.7410
2013-01-04,2347.1969,2548.8062,2750.4155
2013-01-03,2352.0729,2545.0795,2738.0862
2012-12-28,2357.4792,2541.6005,2725.7219
2012-12-27,2357.4128,2539.3795,2721.3463
2012-12-21,2360.3043,2536.6939,2713.0834
2012-12-20,2359.9984,2533.4134,2706.8283
2012-12-19,2364.1801,2530.8760,2697.5720
2012-12-18,2368.3228,2528.2732,2688.2235
2012-12-17,2372.6825,2527.0229,2681.3632
2012-12-14,2376.1150,2525.8542,2675.5933
2012-12-13,2379.4832,2524.9632,2670.4431
2012-12-12,2383.4102,2523.7194,2664.0285
2012-12-11,2387.5401,2522.6748,2657.8096
2012-12-10,2391.6917,2521.4977,2651.3037
2012-12-07,2392.4720,2521.2902,2650.1083
2012-12-06,2392.9684,2521.1767,2649.3849
2012-12-05,2395.7274,2520.1735,2644.6196
2012-12-04,2397.2119,2519.7187,2642.2254
2012-12-03,2398.9058,2519.1657,2639.4256
2012-11-30,2400.5004,2518.2685,2636.0366
2012-11-29,2401.7226,2517.6577,2633.5927
2012-11-28,2403.4608,2516.7120,2629.9633
2012-11-27,2398.7563,2514.9615,2631.1668
2012-11-26,2393.6982,2513.1797,2632.6612
2012-11-23,2391.4159,2511.8572,2632.2985
2012-11-22,2387.7486,2509.9185,2632.0884
2012-11-21,2379.3694,2507.7303,2636.0912
2012-11-20,2374.9776,2506.3062,2637.6348
2012-11-19,2371.5693,2505.1812,2638.7931
2012-11-16,2370.0273,2504.6247,2639.2221
2012-11-15,2370.7128,2504.7398,2638.7669
2012-11-14,2368.0339,2504.1965,2640.3591
2012-11-13,2366.7881,2503.8613,2640.9346
2012-11-12,2366.7021,2503.8135,2640.9249
2012-11-09,2366.3159,2503.6935,2641.0711
2012-11-08,2365.9250,2503.5553,2641.1857
2012-11-07,2364.6758,2503.1787,2641.6816
2012-11-06,2361.3530,2502.3668,2643.3806
2012-11-05,2357.7213,2500.6393,2643.5574
2012-11-02,2352.5482,2498.9442,2645.3402
2012-11-01,2348.8755,2496.8787,2644.8819
2012-10-31,2346.2234,2495.2648,2644.3063
2012-10-30,2343.1279,2494.0755,2645.0231
2012-10-29,2340.7159,2492.8130,2644.9101
2012-10-26,2335.2843,2491.4878,2647.6913
2012-10-25,2326.7053,2489.4292,2652.1530
2012-10-24,2301.3199,2485.7613,2670.2028
2012-10-23,2288.6192,2483.0137,2677.4082
2012-10-22,2278.7483,2480.7202,2682.6921
2012-10-19,2264.4924,2476.8890,2689.2856
2012-10-18,2244.1977,2472.0358,2699.8740
2012-10-17,2210.9436,2465.1175,2719.2915
2012-10-16,2180.1678,2458.1460,2736.1242
2012-10-15,2156.3911,2452.0029,2747.6146
2012-10-12,2141.3099,2447.8730,2754.4361
2012-10-11,2133.6215,2445.0957,2756.5699
2012-10-10,2124.6921,2441.7227,2758.7533
2012-10-09,2112.9620,2438.2928,2763.6237
2012-10-08,2101.8243,2434.6217,2767.4191
2012-10-05,2092.0441,2430.6717,2769.2993
2012-10-04,2080.5337,2425.6183,2770.7030
2012-10-03,2070.5927,2421.6263,2772.6600
2012-10-02,2060.8507,2417.4492,2774.0477
2012-10-01,2050.3848,2413.0212,2775.6576
2012-09-28,2041.2714,2408.6328,2775.9943
2012-09-27,2035.8562,2405.8105,2775.7648
2012-09-26,2033.0245,2402.5830,2772.1415
2012-09-25,2030.6623,2399.6148,2768.5674
2012-09-24,2029.7792,2395.0082,2760.2372
2012-09-21,2027.1564,2390.1220,2753.0876
2012-09-20,2016.8391,2383.1310,2749.4229
2012-09-19,2007.1311,2376.6740,2746.2169
2012-09-18,1995.3317,2369.3453,2743.3590
2012-09-17,1984.2791,2362.3005,2740.3219
2012-09-14,1981.8134,2355.6878,2729.5623
2012-09-13,1982.3656,2349.1022,2715.8388
2012-09-12,1980.7812,2343.5067,2706.2322
2012-09-11,1980.9342,2337.3935,2693.8528
2012-09-10,1978.0782,2330.6933,2683.3085
2012-09-07,1976.3137,2324.9050,2673.4963
2012-09-06,1973.4808,2318.3985,2663.3162
2012-09-05,1970.2906,2312.0410,2653.7914
2012-09-04,1963.1025,2307.0672,2651.0318
2012-09-03,1955.8543,2302.0865,2648.3187
2012-08-31,1951.1020,2296.7653,2642.4287
2012-08-30,1945.8329,2291.8048,2637.7767
2012-08-29,1939.2339,2287.3703,2635.5068
2012-08-28,1929.9258,2281.5883,2633.2509
2012-08-27,1921.0924,2275.5357,2629.9789
2012-08-24,1913.3738,2268.9830,2624.5922
2012-08-23,1909.4820,2263.7282,2617.9744
2012-08-22,1905.8002,2258.5117,2611.2231
2012-08-21,1907.2567,2253.6380,2600.0193
2012-08-20,1912.6436,2248.1647,2583.6858
2012-08-17,1916.7261,2243.0013,2569.2766
2012-08-16,1920.9631,2237.3767,2553.7902
2012-08-15,1927.9625,2232.9820,2538.0015
2012-08-14,1931.6231,2228.3115,2524.9999
2012-08-13,1936.0725,2223.5182,2510.9639
2012-08-10,1941.5270,2219.5078,2497.4887
2012-08-09,1948.6939,2215.4320,2482.1701
2012-08-08,1959.1811,2211.5138,2463.8466
2012-08-07,1970.7283,2208.5515,2446.3747
2012-08-06,1984.7899,2205.3372,2425.8844
2012-08-03,1995.1189,2202.4423,2409.7658
2012-08-02,2003.2809,2200.1678,2397.0548
2012-07-31,2002.5171,2200.4967,2398.4762
2012-07-30,2006.4062,2199.2070,2392.0078
2012-07-27,2010.3378,2198.3202,2386.3025
2012-07-26,2011.0077,2198.1382,2385.2686
2012-07-25,2008.4063,2199.0612,2389.7160
2012-07-24,2004.2139,2202.1433,2400.0728
2012-07-23,2002.7622,2204.9958,2407.2295
2012-07-20,2000.4266,2207.3892,2414.3517
2012-07-19,1999.4202,2208.1683,2416.9165
2012-07-18,2001.2086,2207.2080,2413.2074
2012-07-17,1999.9068,2207.6508,2415.3948
2012-07-16,1999.0133,2208.2162,2417.4191
2012-07-13,1995.9137,2209.4808,2423.0480
2012-07-12,1990.0635,2211.2802,2432.4969
2012-07-11,1988.6829,2212.4998,2436.3168
2012-07-10,1987.7448,2213.2545,2438.7642
2012-07-09,1983.5796,2215.0943,2446.6090
2012-07-06,1980.4821,2216.9852,2453.4882
2012-07-05,1978.6207,2218.4188,2458.2170
2012-07-04,1972.5059,2220.2125,2467.9191
2012-07-03,1967.0277,2221.6467,2476.2657
2012-07-02,1956.0600,2223.9558,2491.8517
2012-06-29,1940.2288,2227.4408,2514.6528
2012-06-28,1928.4405,2230.9835,2533.5265
2012-06-27,1923.0386,2235.9022,2548.7657
2012-06-26,1914.2047,2241.4202,2568.6356
2012-06-25,1906.2451,2248.0412,2589.8373
2012-06-22,1898.3276,2254.8605,2611.3933
2012-06-21,1890.2130,2260.5042,2630.7953
2012-06-20,1882.3584,2266.0175,2649.6766
2012-06-19,1872.0224,2272.0190,2672.0156
2012-06-18,1862.7165,2278.3290,2693.9415
2012-06-15,1854.2420,2285.8753,2717.5086
2012-06-14,1846.0006,2292.9932,2739.9858
2012-06-13,1842.4385,2300.4225,2758.4065
2012-06-12,1841.9045,2307.6107,2773.3169
2012-06-11,1843.6245,2314.5013,2785.3781
2012-06-08,1848.8692,2320.7892,2792.7092
2012-06-07,1854.3568,2326.9900,2799.6232
2012-06-06,1860.7113,2333.1757,2805.6400
2012-06-05,1869.8659,2338.5597,2807.2535
2012-06-04,1884.5615,2344.4965,2804.4315
2012-06-01,1898.5697,2352.0115,2805.4533
2012-05-31,1914.2679,2359.9698,2805.6718
2012-05-30,1925.7534,2367.1318,2808.5102
2012-05-29,1939.9920,2373.7307,2807.4694
2012-05-25,1950.5694,2379.7208,2808.8723
2012-05-24,1962.0050,2385.5740,2809.1430
2012-05-23,1974.4823,2391.6935,2808.9048
2012-05-22,1990.7537,2397.9273,2805.1009
