DATA_ORA,SYMBOL,CLOSE,OPEN,HIGH,LOW,BB_MIDDLE,BB_UPPER,BB_LOWER,EMA,LUN,MAR,MER,GIO,VEN,MASK,DAY,INTERVAL_MIN,DATA
2019-01-04 03:00,AZM.MI,9.688,9.634,9.688,9.634,9.4117,9.7443,9.578,9.574,0,0,0,0,1,1,5
2019-01-04 03:00,BAMI.MI,1.9864,1.9714,1.9864,1.9714,1.948,1.9946,1.9713,1.9704,0,0,0,0,1,1,5
2019-01-04 03:00,BMED.MI,5.09,5.09,5.09,5.09,5.0022,5.1078,5.055,5.0529,0,0,0,0,1,1,5
2019-01-04 03:00,BMPS.MI,1.48,1.48,1.48,1.48,1.4659,1.4875,1.4767,1.4779,0,0,0,0,1,1,5
2019-01-04 03:00,CASS.MI,7.25,7.25,7.25,7.25,7.1728,7.2792,7.226,7.2133,0,0,0,0,1,1,5
2019-01-04 03:00,CVAL.MI,0.0724,0.0724,0.0724,0.0724,0.0708,0.0731,0.072,0.072,0,0,0,0,1,1,5
2019-01-04 03:00,FBK.MI,8.716,8.73,8.73,8.708,8.6444,8.7332,8.6888,8.686,0,0,0,0,1,1,5
2019-01-04 03:00,G.MI,14.64,14.69,14.69,14.64,14.4693,14.6768,14.573,14.5781,0,0,0,0,1,1,5
2019-01-04 03:00,ISP.MI,1.925,1.9268,1.929,1.92,1.8947,1.935,1.9148,1.9132,0,0,0,0,1,1,5
2019-01-04 03:00,MB.MI,7.39,7.384,7.398,7.384,7.2287,7.4241,7.3264,7.3213,0,0,0,0,1,1,5
2019-01-04 03:00,UBI.MI,2.499,2.497,2.499,2.497,2.438,2.5128,2.4754,2.4753,0,0,0,0,1,1,5
2019-01-04 03:00,US.MI,2.044,2.042,2.047,2.042,2.013,2.0502,2.0316,2.0294,0,0,0,0,1,1,5
2019-01-04 03:05,AZM.MI,9.71,9.694,9.71,9.694,9.3861,9.8315,9.6088,9.5988,0,0,0,0,1,1,5
2019-01-04 03:05,BAMI.MI,1.9924,1.9894,1.9924,1.988,1.9436,2.0092,1.9764,1.9744,0,0,0,0,1,1,5
2019-01-04 03:05,BMED.MI,5.095,5.09,5.095,5.085,4.9973,5.1327,5.065,5.0606,0,0,0,0,1,1,5
2019-01-04 03:05,BMPS.MI,1.494,1.488,1.494,1.488,1.4571,1.5035,1.4803,1.4808,0,0,0,0,1,1,5
2019-01-04 03:05,CASS.MI,7.268,7.264,7.272,7.262,7.1949,7.3043,7.2496,7.2319,0,0,0,0,1,1,5
